user_id,install_date,country,platform,acquisition_channel,device_tier,archetype
8679,2024-02-18,UK,Android,TikTok,low,non_spender
8680,2024-02-22,CA,iOS,Organic,mid,minnow
8681,2024-03-17,US,Android,Facebook Ads,low,minnow
8682,2024-01-30,UK,iOS,Google Ads,low,non_spender
8683,2024-03-07,US,iOS,Organic,high,non_spender
8684,2024-01-03,UK,Android,TikTok,low,non_spender
8685,2024-01-17,UK,iOS,Google Ads,high,non_spender
8686,2024-01-07,IN,iOS,Facebook Ads,low,non_spender
8687,2024-02-23,US,iOS,Organic,low,dolphin
8688,2024-01-16,AU,Android,Google Ads,high,whale
8689,2024-02-28,IN,iOS,Google Ads,high,non_spender
8690,2024-03-04,US,Android,Organic,high,minnow
8691,2024-02-10,CA,iOS,Google Ads,high,dolphin
8692,2024-02-23,IN,Android,TikTok,high,non_spender
8693,2024-03-18,AU,iOS,Google Ads,low,non_spender
8694,2024-03-21,IN,iOS,Organic,mid,non_spender
8695,2024-01-22,AU,iOS,Facebook Ads,low,non_spender
8696,2024-02-22,IN,Android,Organic,high,minnow
8697,2024-01-18,US,iOS,Organic,high,non_spender
8698,2024-03-20,AU,Android,Facebook Ads,mid,minnow
8699,2024-03-11,IN,Android,Google Ads,mid,non_spender
8700,2024-02-24,AU,Android,Facebook Ads,high,non_spender
8701,2024-03-12,UK,Android,TikTok,mid,non_spender
8702,2024-01-26,UK,Android,Facebook Ads,mid,non_spender
8703,2024-02-08,IN,Android,Facebook Ads,low,minnow
8704,2024-03-23,CA,iOS,Google Ads,mid,minnow
8705,2024-01-20,UK,iOS,Facebook Ads,high,dolphin
8706,2024-01-12,UK,iOS,Google Ads,low,non_spender
8707,2024-01-25,US,Android,Facebook Ads,high,non_spender
8708,2024-01-04,US,Android,Organic,low,non_spender
8709,2024-01-15,UK,Android,Google Ads,low,non_spender
8710,2024-03-19,AU,iOS,TikTok,low,non_spender
8711,2024-03-11,US,Android,TikTok,mid,non_spender
8712,2024-02-21,CA,Android,TikTok,mid,dolphin
8713,2024-01-09,US,iOS,TikTok,mid,non_spender
8714,2024-02-25,UK,Android,Organic,high,non_spender
8715,2024-03-23,IN,iOS,TikTok,mid,non_spender
8716,2024-01-12,IN,iOS,Facebook Ads,high,non_spender
8717,2024-01-18,CA,Android,Facebook Ads,low,non_spender
8718,2024-01-24,UK,iOS,TikTok,low,non_spender
8719,2024-02-29,US,iOS,TikTok,mid,non_spender
8720,2024-03-26,US,Android,Google Ads,low,non_spender
8721,2024-02-12,US,iOS,Organic,mid,minnow
8722,2024-03-04,US,Android,Google Ads,mid,minnow
8723,2024-02-17,IN,Android,Google Ads,mid,non_spender
8724,2024-01-30,CA,Android,Google Ads,low,non_spender
8725,2024-03-24,IN,iOS,TikTok,low,dolphin
8726,2024-03-11,US,Android,Facebook Ads,low,minnow
8727,2024-01-29,IN,Android,TikTok,low,non_spender
8728,2024-03-24,AU,Android,TikTok,low,non_spender
8729,2024-02-22,US,iOS,Organic,high,minnow
8730,2024-03-24,IN,Android,Facebook Ads,mid,minnow
8731,2024-03-17,UK,Android,Google Ads,high,minnow
8732,2024-02-06,AU,Android,TikTok,high,non_spender
8733,2024-03-27,US,iOS,TikTok,high,non_spender
8734,2024-01-21,CA,iOS,Facebook Ads,low,non_spender
8735,2024-03-14,UK,iOS,TikTok,high,non_spender
8736,2024-03-20,UK,iOS,TikTok,mid,non_spender
8737,2024-01-29,IN,iOS,TikTok,mid,non_spender
8738,2024-01-14,AU,iOS,Facebook Ads,low,non_spender
8739,2024-02-23,US,iOS,Facebook Ads,low,non_spender
8740,2024-01-30,IN,Android,Google Ads,high,dolphin
8741,2024-01-21,US,Android,Organic,mid,minnow
8742,2024-01-16,CA,iOS,Organic,mid,minnow
8743,2024-02-24,AU,iOS,TikTok,high,non_spender
8744,2024-03-05,CA,Android,TikTok,mid,dolphin
8745,2024-01-16,CA,Android,Organic,mid,non_spender
8746,2024-03-04,US,iOS,TikTok,mid,dolphin
8747,2024-03-09,CA,Android,TikTok,low,non_spender
8748,2024-02-27,US,Android,TikTok,high,non_spender
8749,2024-02-05,IN,iOS,Facebook Ads,low,non_spender
8750,2024-03-08,IN,iOS,Organic,high,minnow
8751,2024-03-03,IN,Android,Facebook Ads,mid,non_spender
8752,2024-01-06,AU,Android,TikTok,low,minnow
8753,2024-02-22,CA,Android,Facebook Ads,high,non_spender
8754,2024-03-16,IN,iOS,Organic,mid,non_spender
8755,2024-01-12,UK,Android,Facebook Ads,high,minnow
8756,2024-01-15,US,Android,TikTok,high,dolphin
8757,2024-02-09,CA,iOS,Google Ads,high,non_spender
8758,2024-03-09,UK,iOS,Organic,low,non_spender
8759,2024-03-07,IN,Android,Google Ads,low,non_spender
8760,2024-02-12,UK,Android,Organic,low,minnow
8761,2024-03-24,AU,Android,TikTok,mid,whale
8762,2024-01-17,US,iOS,Google Ads,low,non_spender
8763,2024-03-04,US,iOS,TikTok,high,non_spender
8764,2024-01-28,IN,Android,Organic,mid,non_spender
8765,2024-01-13,US,Android,Facebook Ads,mid,minnow
8766,2024-01-13,UK,iOS,Organic,high,minnow
8767,2024-03-02,CA,Android,Google Ads,mid,non_spender
8768,2024-01-21,AU,Android,Google Ads,low,non_spender
8769,2024-01-30,US,iOS,TikTok,high,non_spender
8770,2024-03-16,IN,iOS,Facebook Ads,mid,non_spender
8771,2024-03-15,IN,Android,Google Ads,high,minnow
8772,2024-01-07,CA,iOS,TikTok,mid,non_spender
8773,2024-03-29,CA,Android,TikTok,mid,dolphin
8774,2024-01-28,CA,Android,Facebook Ads,mid,non_spender
8775,2024-02-15,AU,Android,Organic,low,non_spender
8776,2024-02-04,UK,iOS,TikTok,mid,non_spender
8777,2024-03-14,AU,iOS,Google Ads,low,minnow
8778,2024-01-24,AU,iOS,Google Ads,low,non_spender
8779,2024-01-22,CA,Android,Facebook Ads,low,minnow
8780,2024-01-13,IN,iOS,TikTok,mid,dolphin
8781,2024-03-02,US,Android,Organic,low,non_spender
8782,2024-03-18,US,iOS,Organic,low,non_spender
8783,2024-03-23,AU,iOS,Google Ads,mid,minnow
8784,2024-03-05,AU,iOS,Google Ads,mid,non_spender
8785,2024-02-02,IN,iOS,TikTok,mid,non_spender
8786,2024-02-05,CA,iOS,Organic,mid,whale
8787,2024-01-15,AU,iOS,Organic,low,minnow
8788,2024-01-24,AU,Android,Organic,mid,non_spender
8789,2024-03-15,UK,Android,Organic,mid,non_spender
8790,2024-02-02,AU,iOS,Google Ads,mid,minnow
8791,2024-02-25,IN,iOS,TikTok,mid,minnow
8792,2024-03-05,AU,Android,TikTok,high,dolphin
8793,2024-03-22,IN,Android,TikTok,low,non_spender
8794,2024-02-09,US,Android,Organic,low,non_spender
8795,2024-02-11,IN,iOS,TikTok,low,minnow
8796,2024-02-01,CA,Android,Facebook Ads,high,non_spender
8797,2024-03-09,IN,iOS,Google Ads,high,non_spender
8798,2024-03-01,CA,Android,Facebook Ads,mid,minnow
8799,2024-03-08,UK,Android,Organic,high,minnow
8800,2024-01-08,UK,Android,TikTok,high,non_spender
8801,2024-02-02,IN,iOS,TikTok,mid,dolphin
8802,2024-01-19,US,iOS,Organic,high,non_spender
8803,2024-01-11,UK,Android,Organic,mid,minnow
8804,2024-02-11,CA,iOS,Facebook Ads,high,non_spender
8805,2024-03-26,CA,iOS,TikTok,high,minnow
8806,2024-03-29,UK,Android,TikTok,low,non_spender
8807,2024-01-01,US,Android,TikTok,low,minnow
8808,2024-02-12,UK,Android,TikTok,high,non_spender
8809,2024-02-24,UK,iOS,Facebook Ads,mid,non_spender
8810,2024-01-21,UK,Android,TikTok,low,non_spender
8811,2024-02-04,IN,Android,Facebook Ads,low,non_spender
8812,2024-03-08,CA,Android,TikTok,high,non_spender
8813,2024-03-07,CA,Android,TikTok,mid,minnow
8814,2024-01-02,UK,Android,TikTok,mid,non_spender
8815,2024-01-01,AU,Android,Google Ads,mid,non_spender
8816,2024-01-07,US,Android,Google Ads,high,non_spender
8817,2024-03-25,IN,Android,TikTok,mid,non_spender
8818,2024-03-28,UK,iOS,Facebook Ads,mid,minnow
8819,2024-02-14,US,Android,Facebook Ads,mid,minnow
8820,2024-03-13,CA,iOS,Organic,high,non_spender
8821,2024-03-11,UK,Android,Google Ads,low,dolphin
8822,2024-03-27,AU,Android,Google Ads,low,non_spender
8823,2024-02-13,IN,Android,Google Ads,mid,non_spender
8824,2024-02-24,AU,iOS,TikTok,high,non_spender
8825,2024-02-05,US,Android,Facebook Ads,high,non_spender
8826,2024-01-18,IN,iOS,Google Ads,mid,non_spender
8827,2024-02-06,AU,iOS,Facebook Ads,high,dolphin
8828,2024-01-25,AU,iOS,Facebook Ads,mid,non_spender
8829,2024-03-28,AU,Android,Google Ads,high,non_spender
8830,2024-03-24,AU,iOS,Google Ads,low,non_spender
8831,2024-03-08,CA,iOS,TikTok,low,minnow
8832,2024-03-10,US,Android,Organic,mid,non_spender
8833,2024-01-18,US,Android,Facebook Ads,low,non_spender
8834,2024-02-04,UK,iOS,Google Ads,low,non_spender
8835,2024-01-26,US,iOS,TikTok,mid,non_spender
8836,2024-03-01,AU,iOS,TikTok,high,non_spender
8837,2024-02-01,AU,Android,Facebook Ads,low,dolphin
8838,2024-01-05,UK,Android,TikTok,mid,minnow
8839,2024-03-26,CA,Android,TikTok,mid,non_spender
8840,2024-02-14,US,iOS,Facebook Ads,low,non_spender
8841,2024-01-26,CA,iOS,TikTok,mid,minnow
8842,2024-03-30,US,Android,Facebook Ads,low,dolphin
8843,2024-03-06,AU,Android,Organic,low,non_spender
8844,2024-03-27,US,iOS,Facebook Ads,high,non_spender
8845,2024-01-06,CA,Android,Organic,mid,non_spender
8846,2024-02-03,AU,iOS,Google Ads,low,non_spender
8847,2024-02-15,CA,Android,Google Ads,high,non_spender
8848,2024-01-29,CA,Android,TikTok,low,minnow
8849,2024-03-09,AU,iOS,Facebook Ads,low,dolphin
8850,2024-01-09,CA,iOS,Google Ads,mid,non_spender
8851,2024-03-17,IN,Android,TikTok,high,non_spender
8852,2024-03-15,UK,Android,TikTok,high,non_spender
8853,2024-02-21,AU,iOS,Google Ads,low,non_spender
8854,2024-02-04,UK,iOS,TikTok,low,non_spender
8855,2024-02-02,IN,Android,Organic,high,non_spender
8856,2024-02-24,CA,Android,Google Ads,mid,non_spender
8857,2024-02-15,CA,iOS,TikTok,low,dolphin
8858,2024-01-08,AU,iOS,Facebook Ads,high,non_spender
8859,2024-03-11,IN,iOS,TikTok,low,non_spender
8860,2024-01-21,IN,iOS,Facebook Ads,low,non_spender
8861,2024-03-15,CA,Android,Google Ads,mid,non_spender
8862,2024-03-15,AU,Android,Organic,high,minnow
8863,2024-03-01,IN,iOS,TikTok,mid,whale
8864,2024-01-17,AU,Android,Organic,mid,dolphin
8865,2024-02-17,AU,iOS,TikTok,high,minnow
8866,2024-02-25,US,iOS,TikTok,high,non_spender
8867,2024-01-12,UK,iOS,Organic,mid,minnow
8868,2024-01-18,UK,iOS,TikTok,low,non_spender
8869,2024-02-06,CA,iOS,Google Ads,mid,minnow
8870,2024-03-19,AU,Android,Facebook Ads,low,non_spender
8871,2024-03-30,IN,Android,Google Ads,mid,minnow
8872,2024-02-10,IN,Android,Google Ads,high,minnow
8873,2024-01-01,UK,iOS,Google Ads,mid,non_spender
8874,2024-02-24,AU,iOS,TikTok,low,non_spender
8875,2024-01-31,AU,iOS,Organic,low,non_spender
8876,2024-01-30,US,Android,Facebook Ads,high,non_spender
8877,2024-03-06,CA,Android,Facebook Ads,high,non_spender
8878,2024-02-14,US,Android,TikTok,high,minnow
8879,2024-03-08,AU,Android,Google Ads,mid,minnow
8880,2024-01-25,UK,iOS,Google Ads,high,minnow
8881,2024-02-05,AU,iOS,Organic,low,non_spender
8882,2024-02-08,IN,iOS,TikTok,high,non_spender
8883,2024-01-07,UK,Android,Organic,high,dolphin
8884,2024-02-27,UK,iOS,TikTok,high,non_spender
8885,2024-02-17,AU,iOS,Organic,high,minnow
8886,2024-03-27,UK,iOS,Facebook Ads,high,non_spender
8887,2024-03-28,US,iOS,TikTok,mid,non_spender
8888,2024-01-19,IN,iOS,Organic,high,non_spender
8889,2024-02-27,IN,iOS,Google Ads,mid,non_spender
8890,2024-03-06,UK,Android,Organic,low,non_spender
8891,2024-01-18,US,Android,Organic,mid,non_spender
8892,2024-03-03,UK,iOS,Facebook Ads,high,non_spender
8893,2024-01-21,CA,iOS,Facebook Ads,low,non_spender
8894,2024-01-30,US,iOS,Google Ads,low,non_spender
8895,2024-02-26,US,Android,Organic,low,non_spender
8896,2024-01-30,UK,iOS,Facebook Ads,low,non_spender
8897,2024-02-14,AU,iOS,Organic,high,non_spender
8898,2024-03-12,CA,iOS,Organic,mid,non_spender
8899,2024-03-08,AU,iOS,Organic,high,non_spender
8900,2024-01-31,IN,iOS,Google Ads,mid,non_spender
8901,2024-02-05,AU,Android,TikTok,low,non_spender
8902,2024-03-13,AU,Android,TikTok,mid,whale
8903,2024-03-07,AU,Android,Facebook Ads,high,non_spender
8904,2024-03-16,AU,iOS,Google Ads,high,dolphin
8905,2024-01-11,UK,Android,Facebook Ads,high,dolphin
8906,2024-01-26,US,Android,Organic,high,non_spender
8907,2024-03-04,IN,Android,Facebook Ads,high,non_spender
8908,2024-01-10,IN,iOS,TikTok,mid,non_spender
8909,2024-02-05,IN,Android,Organic,high,non_spender
8910,2024-01-20,UK,iOS,Google Ads,mid,minnow
8911,2024-03-02,CA,Android,Organic,mid,non_spender
8912,2024-01-09,UK,iOS,Facebook Ads,low,dolphin
8913,2024-01-24,AU,iOS,TikTok,high,dolphin
8914,2024-03-24,AU,Android,Google Ads,mid,non_spender
8915,2024-03-26,AU,Android,TikTok,low,non_spender
8916,2024-02-01,UK,iOS,Google Ads,high,dolphin
8917,2024-02-04,AU,Android,Organic,high,non_spender
8918,2024-02-22,UK,iOS,Facebook Ads,high,non_spender
8919,2024-03-24,UK,Android,TikTok,high,whale
8920,2024-02-11,UK,iOS,Facebook Ads,mid,whale
8921,2024-03-10,US,Android,TikTok,high,non_spender
8922,2024-03-09,UK,Android,Google Ads,high,dolphin
8923,2024-02-20,IN,Android,Google Ads,high,non_spender
8924,2024-02-02,AU,iOS,Organic,high,dolphin
8925,2024-01-14,IN,iOS,TikTok,mid,non_spender
8926,2024-01-05,UK,Android,TikTok,mid,minnow
8927,2024-03-30,CA,Android,Google Ads,mid,dolphin
8928,2024-02-21,AU,iOS,Google Ads,mid,non_spender
8929,2024-02-07,US,iOS,Facebook Ads,high,non_spender
8930,2024-03-17,CA,iOS,Google Ads,high,minnow
8931,2024-02-22,AU,iOS,TikTok,high,dolphin
8932,2024-01-15,CA,iOS,Organic,mid,non_spender
8933,2024-01-09,US,Android,Google Ads,mid,non_spender
8934,2024-02-16,AU,Android,Google Ads,high,non_spender
8935,2024-03-24,CA,Android,Google Ads,high,non_spender
8936,2024-01-10,US,Android,TikTok,low,dolphin
8937,2024-01-25,IN,Android,TikTok,high,non_spender
8938,2024-01-30,CA,iOS,Facebook Ads,mid,non_spender
8939,2024-02-12,UK,iOS,Google Ads,low,non_spender
8940,2024-01-19,IN,Android,TikTok,mid,non_spender
8941,2024-01-20,UK,iOS,TikTok,mid,non_spender
8942,2024-03-19,US,iOS,Facebook Ads,mid,dolphin
8943,2024-01-24,IN,Android,TikTok,mid,non_spender
8944,2024-01-28,IN,iOS,Google Ads,mid,non_spender
8945,2024-02-24,US,iOS,Google Ads,low,non_spender
8946,2024-01-21,CA,iOS,Organic,mid,dolphin
8947,2024-02-12,UK,Android,Google Ads,high,non_spender
8948,2024-02-27,IN,Android,Google Ads,mid,non_spender
8949,2024-03-02,AU,Android,Google Ads,mid,minnow
8950,2024-03-02,IN,iOS,TikTok,high,non_spender
8951,2024-03-13,IN,iOS,Google Ads,high,non_spender
8952,2024-01-21,CA,Android,TikTok,high,minnow
8953,2024-01-04,US,Android,Organic,mid,dolphin
8954,2024-03-14,AU,iOS,Organic,high,non_spender
8955,2024-02-05,CA,iOS,Google Ads,low,dolphin
8956,2024-02-15,US,Android,Organic,mid,dolphin
8957,2024-02-16,UK,Android,Google Ads,low,minnow
8958,2024-03-20,US,Android,Facebook Ads,low,non_spender
8959,2024-03-29,CA,Android,Organic,high,whale
8960,2024-03-09,IN,iOS,TikTok,low,minnow
8961,2024-03-09,AU,Android,Organic,low,non_spender
8962,2024-02-27,US,Android,Google Ads,high,minnow
8963,2024-01-02,IN,iOS,Organic,low,non_spender
8964,2024-01-16,UK,iOS,Facebook Ads,low,non_spender
8965,2024-03-02,IN,Android,Google Ads,low,non_spender
8966,2024-03-21,US,iOS,Facebook Ads,high,non_spender
8967,2024-03-08,IN,Android,Facebook Ads,mid,non_spender
8968,2024-02-02,AU,iOS,Facebook Ads,low,non_spender
8969,2024-03-15,IN,Android,Facebook Ads,high,non_spender
8970,2024-01-07,US,iOS,Google Ads,mid,minnow
8971,2024-01-10,CA,iOS,TikTok,mid,non_spender
8972,2024-03-23,CA,Android,Facebook Ads,high,non_spender
8973,2024-01-06,UK,iOS,Organic,high,non_spender
8974,2024-01-12,IN,Android,Organic,low,whale
8975,2024-03-03,UK,iOS,TikTok,mid,non_spender
8976,2024-03-21,UK,Android,Google Ads,low,non_spender
8977,2024-03-27,CA,Android,Google Ads,low,minnow
8978,2024-03-02,UK,Android,Facebook Ads,high,non_spender
8979,2024-01-09,IN,Android,TikTok,mid,non_spender
8980,2024-03-29,IN,Android,Google Ads,high,non_spender
8981,2024-02-24,US,Android,TikTok,mid,minnow
8982,2024-02-07,UK,iOS,Google Ads,mid,non_spender
8983,2024-03-08,AU,Android,Organic,mid,non_spender
8984,2024-01-14,UK,Android,Facebook Ads,high,whale
8985,2024-02-16,AU,Android,Facebook Ads,low,non_spender
8986,2024-03-12,UK,Android,TikTok,mid,whale
8987,2024-01-19,UK,iOS,Facebook Ads,high,non_spender
8988,2024-03-05,UK,iOS,Facebook Ads,high,non_spender
8989,2024-01-13,CA,iOS,TikTok,mid,non_spender
8990,2024-01-24,AU,Android,TikTok,mid,non_spender
8991,2024-03-10,AU,iOS,Organic,high,non_spender
8992,2024-01-23,AU,iOS,Facebook Ads,high,non_spender
8993,2024-03-19,IN,iOS,Facebook Ads,mid,dolphin
8994,2024-02-05,CA,Android,Facebook Ads,low,non_spender
8995,2024-01-01,US,iOS,TikTok,low,minnow
8996,2024-01-14,IN,Android,Google Ads,low,non_spender
8997,2024-03-10,CA,iOS,Facebook Ads,high,non_spender
8998,2024-02-20,CA,Android,Google Ads,high,non_spender
8999,2024-01-29,AU,Android,TikTok,high,non_spender
9000,2024-02-17,IN,iOS,Google Ads,mid,non_spender
9001,2024-03-19,UK,Android,Google Ads,high,non_spender
9002,2024-01-10,CA,Android,Google Ads,mid,non_spender
9003,2024-03-07,AU,Android,Organic,low,non_spender
9004,2024-03-15,UK,Android,Organic,high,dolphin
9005,2024-01-28,IN,Android,TikTok,high,dolphin
9006,2024-03-20,CA,Android,Google Ads,high,non_spender
9007,2024-01-06,UK,iOS,TikTok,low,minnow
9008,2024-03-16,IN,Android,Organic,mid,non_spender
9009,2024-02-17,CA,iOS,Google Ads,mid,dolphin
9010,2024-02-02,UK,iOS,Google Ads,mid,non_spender
9011,2024-01-29,IN,iOS,Organic,mid,non_spender
9012,2024-03-14,IN,iOS,TikTok,mid,non_spender
9013,2024-01-13,UK,Android,Organic,mid,non_spender
9014,2024-03-14,IN,iOS,Facebook Ads,mid,minnow
9015,2024-02-14,US,iOS,Google Ads,high,non_spender
9016,2024-01-27,US,Android,TikTok,mid,non_spender
9017,2024-02-02,US,iOS,Facebook Ads,mid,non_spender
9018,2024-02-15,AU,Android,Organic,high,non_spender
9019,2024-02-02,US,Android,Facebook Ads,low,non_spender
9020,2024-01-15,IN,Android,TikTok,mid,non_spender
9021,2024-02-07,IN,iOS,TikTok,high,non_spender
9022,2024-01-07,AU,iOS,Google Ads,low,non_spender
9023,2024-01-21,IN,iOS,Organic,low,non_spender
9024,2024-01-08,CA,iOS,Organic,high,non_spender
9025,2024-01-03,CA,iOS,Organic,mid,non_spender
9026,2024-02-05,IN,iOS,Organic,high,non_spender
9027,2024-02-11,UK,Android,TikTok,high,non_spender
9028,2024-01-18,UK,Android,Google Ads,high,minnow
9029,2024-02-19,AU,iOS,Google Ads,low,non_spender
9030,2024-02-08,CA,iOS,Facebook Ads,mid,dolphin
9031,2024-02-28,AU,Android,Organic,low,non_spender
9032,2024-03-28,UK,iOS,Google Ads,high,minnow
9033,2024-02-17,IN,iOS,Google Ads,low,non_spender
9034,2024-02-18,CA,Android,Google Ads,low,whale
9035,2024-03-27,IN,iOS,TikTok,low,non_spender
9036,2024-01-21,US,iOS,Facebook Ads,low,non_spender
9037,2024-03-21,CA,Android,Google Ads,mid,non_spender
9038,2024-01-28,IN,Android,Organic,mid,dolphin
9039,2024-03-20,CA,iOS,Facebook Ads,low,non_spender
9040,2024-02-21,UK,iOS,Organic,high,minnow
9041,2024-02-07,IN,Android,Google Ads,low,non_spender
9042,2024-02-17,US,iOS,TikTok,mid,non_spender
9043,2024-02-28,CA,Android,TikTok,low,non_spender
9044,2024-03-14,IN,iOS,Facebook Ads,mid,non_spender
9045,2024-01-27,US,Android,Google Ads,mid,non_spender
9046,2024-01-10,AU,iOS,TikTok,low,non_spender
9047,2024-02-27,UK,Android,Google Ads,mid,non_spender
9048,2024-01-06,UK,iOS,TikTok,mid,dolphin
9049,2024-01-18,IN,iOS,Facebook Ads,mid,minnow
9050,2024-03-29,CA,iOS,Facebook Ads,mid,non_spender
9051,2024-01-04,UK,iOS,Organic,low,minnow
9052,2024-02-09,UK,Android,TikTok,low,minnow
9053,2024-02-13,CA,iOS,Google Ads,mid,non_spender
9054,2024-02-16,US,iOS,Facebook Ads,low,minnow
9055,2024-03-30,AU,iOS,TikTok,mid,dolphin
9056,2024-03-05,AU,iOS,Facebook Ads,low,minnow
9057,2024-02-06,UK,iOS,Facebook Ads,high,non_spender
9058,2024-01-10,IN,iOS,Google Ads,mid,non_spender
9059,2024-02-13,AU,Android,Google Ads,low,non_spender
9060,2024-02-23,CA,Android,TikTok,low,non_spender
9061,2024-02-20,CA,Android,Facebook Ads,low,minnow
9062,2024-02-28,US,iOS,Organic,low,minnow
9063,2024-01-12,UK,iOS,TikTok,high,non_spender
9064,2024-02-26,UK,Android,Google Ads,high,non_spender
9065,2024-02-26,UK,iOS,Organic,low,non_spender
9066,2024-01-08,US,Android,Organic,high,minnow
9067,2024-01-09,US,Android,Google Ads,high,non_spender
9068,2024-03-03,AU,iOS,Google Ads,low,dolphin
9069,2024-01-03,US,iOS,Facebook Ads,mid,non_spender
9070,2024-01-09,CA,Android,Facebook Ads,low,non_spender
9071,2024-02-21,CA,iOS,Facebook Ads,low,non_spender
9072,2024-01-08,UK,Android,Google Ads,high,non_spender
9073,2024-02-14,UK,iOS,TikTok,high,non_spender
9074,2024-03-03,US,iOS,Google Ads,low,dolphin
9075,2024-02-26,CA,Android,Facebook Ads,mid,non_spender
9076,2024-03-07,CA,iOS,Facebook Ads,low,dolphin
9077,2024-01-10,CA,iOS,Google Ads,mid,non_spender
9078,2024-01-18,US,iOS,Facebook Ads,mid,non_spender
9079,2024-01-23,AU,iOS,Facebook Ads,low,non_spender
9080,2024-03-13,AU,Android,Organic,mid,minnow
9081,2024-03-28,AU,Android,TikTok,high,minnow
9082,2024-01-25,US,Android,TikTok,high,non_spender
9083,2024-01-12,CA,Android,Organic,mid,non_spender
9084,2024-02-07,AU,iOS,TikTok,high,non_spender
9085,2024-03-14,IN,iOS,Organic,high,non_spender
9086,2024-02-05,US,iOS,Google Ads,high,non_spender
9087,2024-01-09,UK,iOS,TikTok,high,minnow
9088,2024-03-12,AU,iOS,Facebook Ads,high,non_spender
9089,2024-03-22,US,Android,Facebook Ads,mid,dolphin
9090,2024-01-17,UK,Android,Organic,high,non_spender
9091,2024-01-28,AU,Android,Google Ads,low,non_spender
9092,2024-01-15,CA,Android,Google Ads,mid,non_spender
9093,2024-03-26,IN,Android,Facebook Ads,mid,minnow
9094,2024-03-11,CA,iOS,TikTok,mid,minnow
9095,2024-03-13,UK,iOS,Google Ads,mid,non_spender
9096,2024-03-15,IN,iOS,TikTok,high,non_spender
9097,2024-03-26,UK,Android,Facebook Ads,high,non_spender
9098,2024-01-05,IN,Android,Organic,high,minnow
9099,2024-03-10,IN,Android,Organic,low,whale
9100,2024-03-14,CA,iOS,Organic,high,non_spender
9101,2024-03-01,CA,iOS,Organic,low,non_spender
9102,2024-03-24,AU,iOS,TikTok,low,minnow
9103,2024-02-04,AU,iOS,Google Ads,high,non_spender
9104,2024-01-09,US,iOS,TikTok,low,non_spender
9105,2024-03-03,US,iOS,Facebook Ads,mid,non_spender
9106,2024-02-27,CA,iOS,Organic,mid,non_spender
9107,2024-01-13,AU,Android,TikTok,mid,minnow
9108,2024-03-19,CA,iOS,Organic,mid,non_spender
9109,2024-03-05,AU,Android,Facebook Ads,high,minnow
9110,2024-02-12,CA,iOS,Organic,low,dolphin
9111,2024-03-08,AU,Android,TikTok,high,minnow
9112,2024-01-07,AU,Android,Google Ads,mid,dolphin
9113,2024-01-05,US,Android,TikTok,low,non_spender
9114,2024-01-07,UK,Android,TikTok,high,non_spender
9115,2024-02-23,AU,iOS,Facebook Ads,low,non_spender
9116,2024-01-10,US,Android,Organic,low,non_spender
9117,2024-01-25,UK,Android,Facebook Ads,high,dolphin
9118,2024-03-18,AU,Android,Google Ads,high,non_spender
9119,2024-02-01,AU,iOS,Google Ads,low,non_spender
9120,2024-02-06,US,Android,Google Ads,low,non_spender
9121,2024-01-13,CA,Android,Google Ads,high,non_spender
9122,2024-03-05,AU,Android,TikTok,low,non_spender
9123,2024-03-23,UK,iOS,Facebook Ads,high,minnow
9124,2024-03-18,US,Android,TikTok,mid,non_spender
9125,2024-01-18,AU,Android,Google Ads,mid,dolphin
9126,2024-03-10,CA,iOS,Google Ads,high,non_spender
9127,2024-03-29,AU,Android,Google Ads,low,minnow
9128,2024-03-27,AU,iOS,Google Ads,mid,non_spender
9129,2024-03-25,AU,Android,Organic,low,non_spender
9130,2024-01-17,UK,iOS,Organic,low,non_spender
9131,2024-02-13,AU,iOS,Organic,high,minnow
9132,2024-01-14,CA,Android,TikTok,high,minnow
9133,2024-02-10,AU,iOS,Facebook Ads,mid,non_spender
9134,2024-03-20,CA,iOS,Organic,high,non_spender
9135,2024-03-29,CA,iOS,Facebook Ads,mid,minnow
9136,2024-01-27,IN,iOS,Facebook Ads,high,non_spender
9137,2024-02-20,US,iOS,TikTok,high,dolphin
9138,2024-03-20,IN,iOS,Google Ads,high,minnow
9139,2024-02-25,CA,iOS,TikTok,mid,minnow
9140,2024-02-19,IN,iOS,Google Ads,mid,minnow
9141,2024-03-29,IN,Android,Facebook Ads,low,non_spender
9142,2024-01-21,IN,Android,TikTok,mid,minnow
9143,2024-02-26,CA,iOS,Organic,low,non_spender
9144,2024-02-10,AU,iOS,TikTok,high,whale
9145,2024-03-22,AU,iOS,Google Ads,high,non_spender
9146,2024-02-04,UK,iOS,TikTok,low,non_spender
9147,2024-03-11,AU,iOS,Facebook Ads,low,whale
9148,2024-02-20,AU,iOS,Organic,mid,non_spender
9149,2024-02-05,CA,Android,Google Ads,low,dolphin
9150,2024-02-06,IN,Android,TikTok,mid,non_spender
9151,2024-01-13,US,Android,Google Ads,mid,non_spender
9152,2024-01-19,CA,Android,Organic,mid,dolphin
9153,2024-02-25,UK,iOS,Organic,low,non_spender
9154,2024-03-08,UK,iOS,Google Ads,high,non_spender
9155,2024-02-06,UK,iOS,Google Ads,low,non_spender
9156,2024-01-14,AU,iOS,Organic,high,minnow
9157,2024-02-13,UK,Android,Google Ads,low,non_spender
